Model,MAE,RMSE,R2
Linear Regression,3.9627063440189687,5.614538805729664,0.9921119969074494
LSTM,10.050969778540436,13.90517012751674,0.9515389025557193
Random Forest,84.3257924637395,105.48081401344275,-1.7841064840926384
XGBoost,84.91272332707364,105.91927788664911,-1.8073006032589052
