Date,Close,Volume,Open,High,Low,Asset_Name,MA_7,MA_30,Daily_Return,Volatility_7
2015-02-09,14.4987,52046614,14.3587,14.5287,14.1327,Tesla,14.355057142857143,13.92656,0.000552078229484998,0.02035571583040098
2015-02-10,14.4193,80232890,14.5033,14.7,14.3333,Tesla,14.475914285714284,13.900936666666666,-0.00547635305234262,0.02006222126300339
2015-02-11,14.1867,135796177,14.1473,14.316,13.8187,Tesla,14.493628571428571,13.872250000000001,-0.01613115754578931,0.01783846217866554
2015-02-12,13.5253,234402333,12.9047,13.5392,12.8853,Tesla,14.3462,13.82925,-0.04662113105937249,0.018785792098661696
2015-02-13,13.5847,92223059,13.5267,13.7327,13.394,Tesla,14.205442857142856,13.787830000000001,0.004391769498643283,0.019177482263360298
2015-02-17,13.6233,59468295,13.7133,13.7133,13.4333,Tesla,14.046957142857142,13.754583333333333,0.0028414319050107384,0.017874965180572383
2015-02-18,13.6307,40663450,13.6113,13.7447,13.5067,Tesla,13.9241,13.742073333333332,0.0005431870398506788,0.018161864409735537
2015-02-19,14.1137,77058006,13.6667,14.1627,13.5833,Tesla,13.8691,13.743020000000001,0.035434717219218426,0.024690076088788426
2015-02-20,14.474,89675595,14.052,14.5067,13.9873,Tesla,13.876914285714287,13.75671,0.025528387311619216,0.026967873880338583
2015-02-23,13.8223,127306901,14.3773,14.5467,13.7553,Tesla,13.824857142857143,13.749419999999999,-0.04502556307862371,0.03178270631392104
2015-02-24,13.6073,98809421,13.8193,13.8193,13.4467,Tesla,13.836571428571428,13.743753333333332,-0.015554574853678504,0.026440844585497753
2015-02-25,13.584,58612546,13.6627,13.8093,13.5053,Tesla,13.836471428571429,13.747196666666667,-0.0017123161832252043,0.02641735931560046
2015-02-26,13.8127,97020251,13.6,14.0727,13.4813,Tesla,13.863528571428573,13.75373,0.01683598351001181,0.0271613750144083
2015-02-27,13.556,58070926,13.7933,13.9033,13.52,Tesla,13.852857142857143,13.777396666666666,-0.01858434629000849,0.028304802241030193
2015-03-02,13.155,118655971,13.5133,13.556,13.055,Tesla,13.715900000000001,13.78952,-0.02958099734434938,0.02505112292649441
2015-03-03,13.304,66461967,13.1207,13.3496,13.0213,Tesla,13.548757142857143,13.803943333333333,0.011326491828202334,0.02212400044753094
2015-03-04,13.4957,63228793,13.2833,13.5013,13.1473,Tesla,13.5021,13.82729,0.014409200240529163,0.0183029919488128
2015-03-05,13.3753,73051928,13.5233,13.746,13.3433,Tesla,13.46895714285714,13.83631,-0.008921360136932455,0.017723255593469354
2015-03-06,12.9253,100581715,13.2807,13.3833,12.8101,Tesla,13.374857142857142,13.819109999999998,-0.033644105178949224,0.021291491825980283
2015-03-09,12.7253,100987615,12.9593,12.966,12.55,Tesla,13.219514285714284,13.795976666666666,-0.015473528660843394,0.018629033705952633
2015-03-10,12.688,83085573,12.564,12.9,12.5067,Tesla,13.095514285714286,13.759909999999998,-0.002931168616849944,0.018575696143904582
2015-03-11,12.916,74526053,12.7433,13.0787,12.734,Tesla,13.061371428571428,13.73271,0.017969735182849833,0.018600101192088356
2015-03-12,12.738,62096504,12.9167,12.9633,12.65,Tesla,12.980514285714284,13.714266666666667,-0.013781356457107541,0.017904886222408045
2015-03-13,12.5787,81319354,12.5967,12.7833,12.488,Tesla,12.849514285714283,13.677556666666668,-0.01250588789448892,0.015507776524625493
2015-03-16,13.0467,84255378,12.8,13.0607,12.6533,Tesla,12.802571428571428,13.660003333333332,0.0372057525817453,0.02365311770821383
2015-03-17,12.982,73353938,13.0287,13.2473,12.9293,Tesla,12.810671428571428,13.62398,-0.004959108433550297,0.019671286624115304
2015-03-18,13.3807,71953059,12.9973,13.392,12.874,Tesla,12.904300000000001,13.58476,0.030711754737328567,0.021007592968180642
2015-03-19,13.0433,127032626,13.4667,13.6393,12.9687,Tesla,12.955057142857143,13.53387,-0.025215422212589655,0.024267366835294298
2015-03-20,13.2053,63751108,13.1633,13.266,13.0414,Tesla,12.996385714285713,13.482956666666666,0.012420169742319631,0.023829382616284454
2015-03-23,13.3087,39337360,13.2333,13.3667,13.1647,Tesla,13.077914285714286,13.443556666666666,0.007830189393652542,0.02259894188908523
2015-03-24,13.448,54612963,13.4387,13.586,13.3167,Tesla,13.202100000000002,13.408533333333333,0.010466837482248526,0.02098997839328636
2015-03-25,12.9533,85823687,13.218,13.2393,12.8467,Tesla,13.188757142857144,13.359666666666666,-0.03678613920285545,0.023372341003557034
2015-03-26,12.6937,61802729,12.928,12.986,12.6467,Tesla,13.147571428571428,13.3099,-0.020041225016019126,0.024489191457514655
2015-03-27,12.3333,128948381,12.6047,12.6193,12.0933,Tesla,12.997942857142858,13.270166666666665,-0.028392036994729697,0.0208729503119694
2015-03-30,12.7047,150934575,12.39,12.8167,12.12,Tesla,12.949571428571428,13.240833333333333,0.030113594901608032,0.024859479174792972
2015-03-31,12.5847,75269212,12.902,12.9173,12.5607,Tesla,12.860914285714285,13.206213333333332,-0.009445323384259408,0.023882536197915062
2015-04-01,12.506,56872157,12.58,12.82,12.4033,Tesla,12.746242857142859,13.168723333333334,-0.006253625434058829,0.023041950333805135
2015-04-02,12.7333,75071092,12.682,12.882,12.6667,Tesla,12.644142857142855,13.12271,0.018175275867583496,0.024258246481161073
2015-04-06,13.54,186341457,13.2,13.85,13.1667,Tesla,12.727957142857141,13.091576666666667,0.06335356898840039,0.032312185831852275
2015-04-07,13.55,65104392,13.5007,13.6707,13.4093,Tesla,12.850285714285715,13.082500000000001,0.0007385524372232055,0.0303304063346654
2015-04-08,13.8447,94195648,13.88,14.06,13.7247,Tesla,13.066199999999998,13.090413333333334,0.021749077490774926,0.025327947045450067
2015-04-09,14.006,56697767,13.8953,14.0247,13.7413,Tesla,13.2521,13.104479999999999,0.011650667764559808,0.02467785913718919
2015-04-10,14.06,60312720,13.99,14.11,13.9333,Tesla,13.462857142857144,13.112723333333332,0.0038554905040697474,0.023001650618894972
2015-04-13,13.9853,56358272,14.029,14.2,13.9367,Tesla,13.674185714285715,13.127033333333333,-0.005312944523470864,0.022850987830155337
2015-04-14,13.8307,45286282,13.9047,13.966,13.7,Tesla,13.830957142857143,13.149556666666667,-0.011054464330404135,0.025022050332384402
2015-04-15,13.8553,29157015,13.8307,13.9727,13.7733,Tesla,13.876000000000001,13.167933333333334,0.0017786518397477913,0.010797425337323023
2015-04-16,13.78,24855258,13.8467,13.9447,13.7527,Tesla,13.908857142857144,13.17741,-0.005434743383398444,0.011286680052052495
2015-04-17,13.786,36983247,13.666,13.792,13.5667,Tesla,13.90047142857143,13.1911,0.0004354136429607358,0.0074334911587348226
2015-04-20,13.6847,38383676,13.7853,13.8567,13.59,Tesla,13.854571428571429,13.216413333333334,-0.007348034237632417,0.005417169980079633
2015-04-21,13.9607,51242629,13.72,14.05,13.6207,Tesla,13.840385714285715,13.257593333333334,0.0201685093571653,0.010308068222372613
2015-04-22,14.6293,117832636,14.1667,14.792,14.1127,Tesla,13.932385714285715,13.322303333333334,0.047891581367696556,0.020822269572545227
2015-04-23,14.5733,66125727,14.5513,14.7653,14.4767,Tesla,14.038471428571427,13.377546666666666,-0.0038279343509259878,0.019960434246585956
2015-04-24,14.5617,36395322,14.7,14.72,14.534,Tesla,14.139385714285712,13.438336666666665,-0.00079597620305627,0.02011016280664101
2015-04-27,15.4367,174886413,14.8373,15.9167,14.8,Tesla,14.37605714285714,13.533603333333334,0.06008913794405868,0.02719650957127982
2015-04-28,15.3653,91202624,15.65,15.7,15.202,Tesla,14.601671428571427,13.610890000000001,-0.004625340908354758,0.02776106393653034
2015-04-29,15.4967,58969276,15.3367,15.6647,15.1753,Tesla,14.860528571428572,13.694713333333333,0.008551736705433743,0.026141686711434946
2015-04-30,15.07,58383421,15.3593,15.526,15.0113,Tesla,15.019,13.751023333333334,-0.027534894525931386,0.03126166254287798
2015-05-01,15.0687,79153820,15.3293,15.4513,14.6937,Tesla,15.081771428571429,13.818536666666667,-8.626410086265413e-05,0.02687781106049021
2015-05-04,15.3673,66408852,15.212,15.6487,15.1407,Tesla,15.1952,13.890603333333333,0.01981590979978365,0.027135567837375384
2015-05-05,15.53,86740922,15.8507,15.9667,15.2753,Tesla,15.333528571428571,13.964646666666665,0.010587416136861982,0.026866190081405547
2015-05-06,15.362,76256602,15.6067,15.6313,15.2133,Tesla,15.322857142857144,14.028446666666667,-0.010817772054088848,0.01566354293042233
2015-05-07,15.7867,141598459,14.7333,15.832,14.6833,Tesla,15.383057142857142,14.122893333333334,0.027646139825543425,0.018726563236114303
2015-05-08,15.774,69981640,15.7327,15.894,15.58,Tesla,15.422671428571428,14.22557,-0.0008044746527140489,0.01868331676324452
2015-05-11,15.966,84956958,15.7527,16.192,15.6873,Tesla,15.550671428571428,14.346660000000002,0.012171928489920214,0.013202267146311841
2015-05-12,16.316,95186907,16.0073,16.4233,15.8793,Tesla,15.72885714285714,14.467036666666667,0.021921583364649777,0.013473609196221687
2015-05-13,16.212,81490294,16.5073,16.5533,16.15,Tesla,15.84952857142857,14.587946666666666,-0.006374111301789553,0.014385903528816416
2015-05-14,16.2733,42706224,16.3213,16.326,16.0833,Tesla,15.955714285714283,14.713523333333333,0.003781149765605729,0.014393084111603721
2015-05-15,16.5893,67790021,16.262,16.6267,16.1667,Tesla,16.131042857142855,14.842056666666668,0.01941831097564739,0.01266129841792866
2015-05-18,16.5833,50248940,16.4667,16.66,16.4,Tesla,16.244842857142856,14.9435,-0.0003616789135165721,0.010861767769397783
2015-05-19,16.476,55022957,16.562,16.7333,16.41,Tesla,16.34512857142857,15.041033333333333,-0.006470364764552428,0.01172633329305007
2015-05-20,16.29,56242157,16.4753,16.516,16.0915,Tesla,16.391414285714287,15.122543333333333,-0.011289147851420211,0.013046198937124524
2015-05-21,16.3747,29498490,16.202,16.4413,16.1572,Tesla,16.3998,15.201500000000001,0.005199508901166494,0.010216787072370613
2015-05-22,16.5153,33289618,16.3587,16.5733,16.334,Tesla,16.44312857142857,15.283343333333333,0.008586416850385081,0.0100890517966093
2015-05-26,16.497,52364914,16.512,16.8,16.4333,Tesla,16.475085714285715,15.367066666666666,-0.001108063432090245,0.01017022883562571
2015-05-27,16.4953,51059794,16.5673,16.6333,16.37,Tesla,16.461657142857142,15.455886666666665,-0.00010304903921920516,0.0066714134671142485
2015-05-28,16.7633,54690918,16.4687,16.7867,16.3367,Tesla,16.48737142857143,15.552819999999999,0.016247052190623945,0.009289732856636616
2015-05-29,16.72,56776652,16.7333,16.8579,16.6287,Tesla,16.522228571428574,15.650820000000001,-0.0025830236289992037,0.00883323104808487
2015-06-01,16.63,37533551,16.7607,16.7733,16.498,Tesla,16.5708,15.74562,-0.005382775119617267,0.007521895759297221
2015-06-02,16.5567,31941554,16.5947,16.6267,16.42,Tesla,16.5968,15.841353333333332,-0.004407696933253158,0.007915481226715936
2015-06-03,16.5993,26671517,16.5467,16.7147,16.4673,Tesla,16.6088,15.929306666666667,0.0025729764989399495,0.007336935631496357
2015-06-04,16.3947,36383802,16.5,16.62,16.3807,Tesla,16.594185714285715,15.988153333333335,-0.012325820968353995,0.008873977346021626
2015-06-05,16.6093,45297532,16.4,16.6467,16.3787,Tesla,16.610471428571426,16.05602,0.013089596027984651,0.010340030918298429
2015-06-08,17.086,75104122,16.7233,17.25,16.6873,Tesla,16.65657142857143,16.140163333333334,0.02870078811268373,0.013865146183246056
2015-06-09,17.0667,38940866,17.0267,17.1827,16.9427,Tesla,16.7061,16.194496666666666,-0.0011295797729133916,0.013781569484846663
2015-06-10,16.7133,51789439,16.7933,16.9333,16.5667,Tesla,16.718,16.239430000000002,-0.02070699080665861,0.016321292188944812
2015-06-11,16.7607,30614580,16.884,16.958,16.6953,Tesla,16.747142857142858,16.281563333333334,0.002836064690994622,0.01616290458433248
2015-06-12,16.7127,21276844,16.6807,16.8973,16.6807,Tesla,16.763342857142856,16.336319999999997,-0.00286384220229452,0.016253445805010387
2015-06-15,16.692,32743964,16.6467,16.752,16.4007,Tesla,16.805814285714284,16.39043,-0.0012385790446787226,0.015237116924390729
2015-06-16,16.8747,29713755,16.6753,16.896,16.6063,Tesla,16.843728571428574,16.44067666666667,0.010945363048166845,0.015012626174694038
2015-06-17,17.3607,82508359,16.8113,17.624,16.8013,Tesla,16.88297142857143,16.501700000000003,0.028800512009102386,0.015041803651090079
2015-06-18,17.4593,41721594,17.4667,17.564,17.3347,Tesla,16.939057142857145,16.57161,0.005679494490429482,0.014997302391282856
2015-06-19,17.5007,36883482,17.4933,17.5867,17.34,Tesla,17.05154285714286,16.628743333333333,0.002371229087076765,0.010767497442287397
2015-06-22,17.3193,68386046,17.4767,17.6267,17.046,Tesla,17.131342857142858,16.680253333333333,-0.010365299673727346,0.012554130991639571
2015-06-23,17.8447,57969001,17.3547,17.8667,17.238,Tesla,17.29305714285714,16.742876666666668,0.030336099034025787,0.01518828819938921
2015-06-24,17.678,36172362,17.7987,17.8233,17.5813,Tesla,17.433914285714284,16.78827666666667,-0.009341709303042345,0.01640367915201047
2015-06-25,17.9193,42674874,17.7633,18.094,17.6833,Tesla,17.583142857142857,16.845186666666667,0.013649734132820335,0.01650661176810887
2015-06-26,17.806,57444871,17.926,17.9407,17.7333,Tesla,17.646757142857144,16.89627666666667,-0.006322791626904967,0.014620399971553953
2015-06-29,17.468,52071754,17.4633,17.73,17.38,Tesla,17.648,16.925566666666665,-0.018982365494777054,0.01686699610386684
2015-06-30,17.884,46266502,17.6533,18.0613,17.6,Tesla,17.702757142857145,16.968923333333333,0.02381497595603399,0.019124910444512266
2015-07-01,17.9433,31500269,18.074,18.1747,17.8567,Tesla,17.7919,17.017833333333332,0.003315813017222169,0.01817650091979984
2015-07-02,18.668,107333721,18.6797,18.83,18.2207,Tesla,17.909514285714287,17.0971,0.040388334364358736,0.020712600125821518
2015-07-06,18.648,61638854,18.592,18.7793,18.42,Tesla,18.048085714285715,17.172876666666664,-0.0010713520462823922,0.01986726898019599
2015-07-07,17.8587,91445729,18.3333,18.3467,17.3847,Tesla,18.03942857142857,17.217656666666667,-0.04232625482625485,0.027086689970774177
2015-07-08,16.9973,93189103,17.288,17.3867,16.954,Tesla,17.9239,17.234333333333332,-0.0482341939782851,0.032719975399792156
2015-07-09,17.1947,49946435,17.272,17.53,17.1193,Tesla,17.884857142857143,17.25764666666667,0.01161360922028809,0.032764615512239414
2015-07-10,17.2767,39078205,17.4813,17.5333,17.188,Tesla,17.7981,17.27476,0.004768911350590654,0.031029209968889394
2015-07-13,17.4773,44270933,17.4833,17.5033,17.07,Tesla,17.731528571428573,17.300003333333333,0.011611013677380377,0.031532062976541396
2015-07-14,17.71,28583521,17.4733,17.7327,17.3673,Tesla,17.594671428571427,17.336003333333334,0.013314413553580984,0.026542797142226102
2015-07-15,17.5427,30102885,17.7827,17.8327,17.472,Tesla,17.43677142857143,17.36887,-0.009446640316205568,0.026409496346740464
2015-07-16,17.7787,23973783,17.6147,17.8133,17.544,Tesla,17.42534285714286,17.408183333333334,0.013452889235978427,0.022602530601031564
2015-07-17,18.3107,74950298,18.1667,18.3693,17.8833,Tesla,17.612971428571427,17.47205,0.02992344772114941,0.011737885739029993
2015-07-20,18.8173,74546273,18.3333,19.11,18.1693,Tesla,17.844771428571427,17.545650000000002,0.027666883297743805,0.013387457981973393
2015-07-21,17.7847,91374434,18.0033,18.2333,17.77,Tesla,17.917342857142856,17.56894,-0.054875035206963685,0.029187244072715748
2015-07-22,17.858,46459867,17.418,17.9627,17.3907,Tesla,17.97172857142857,17.59531666666667,0.004121520183078653,0.029020823883980484
2015-07-23,17.8133,33337198,17.9767,17.9933,17.6847,Tesla,17.986485714285713,17.63198333333333,-0.0025030798521670228,0.02873926972114945
2015-07-24,17.694,42517794,17.8253,18.0727,17.5947,Tesla,18.008100000000002,17.663093333333336,-0.006697243071188574,0.028588040924453113
2015-07-27,16.8673,70333075,17.4953,17.6288,16.7193,Tesla,17.8779,17.66824666666667,-0.04672205267322249,0.03311342973230236
2015-07-28,17.6547,58189921,17.05,17.6933,16.7892,Tesla,17.784185714285712,17.700336666666665,0.0466820415834186,0.036646291643200164
2015-07-29,17.588,41743269,17.618,17.8593,17.4667,Tesla,17.60857142857143,17.724113333333335,-0.0037780307793390255,0.03384974807708236
2015-07-30,17.786,30459060,17.5127,17.796,17.474,Tesla,17.608757142857144,17.73829,0.011257675687968982,0.02759976200185741
2015-07-31,17.7433,33270043,17.84,17.9573,17.6749,Tesla,17.59237142857143,17.747756666666664,-0.0024007646463510834,0.02756078185419908
2015-08-03,17.3327,38207441,17.7527,17.7807,17.138,Tesla,17.523714285714284,17.74215666666667,-0.02314112932768997,0.02887167370705759
2015-08-04,17.752,35042262,17.334,17.7813,17.2227,Tesla,17.532,17.75658,0.02419126852711928,0.03061690281133437
2015-08-05,18.0087,89538630,17.572,18.0667,17.36,Tesla,17.69505714285714,17.762046666666667,0.014460342496620315,0.022395403635665004
2015-08-06,16.4087,219267190,16.636,17.0,15.7413,Tesla,17.517057142857144,17.719736666666666,-0.08884594668132628,0.03808901772469429
2015-08-07,16.1673,76043992,16.2387,16.2487,15.8927,Tesla,17.3141,17.661336666666667,-0.014711707813537811,0.03802739207095784
2015-08-10,16.076,62689574,15.8767,16.198,15.7367,Tesla,17.069814285714283,17.60367,-0.0056472014498401,0.036874425967551576
2015-08-11,15.8247,63913348,15.81,15.9533,15.6293,Tesla,16.795728571428572,17.548893333333336,-0.01563199800945514,0.0365345785597521
2015-08-12,15.878,55952042,15.6667,15.9847,15.516,Tesla,16.587914285714287,17.482026666666666,0.0033681523188433538,0.03699581100506754
2015-08-13,16.1673,70249915,15.9907,16.432,15.9413,Tesla,16.361528571428572,17.422826666666666,0.018220178863836756,0.03608442910326212
2015-08-14,16.21,65410362,16.4827,16.5287,16.118,Tesla,16.10457142857143,17.340893333333334,0.0026411336463108004,0.034858293328443264
2015-08-17,16.9993,107525886,17.0373,17.106,16.7007,Tesla,16.188942857142855,17.285936666666665,0.04869216533004317,0.022431624833348065
2015-08-18,17.3813,62790734,17.0253,17.3967,16.904,Tesla,16.36237142857143,17.27002333333333,0.022471513532910103,0.021282795908539206
2015-08-19,17.0167,53984028,17.3553,17.3767,17.0013,Tesla,16.496757142857142,17.27067,-0.020976566770034455,0.023863869465931355
2015-08-20,16.1453,73382513,16.804,16.9707,16.1267,Tesla,16.54255714285714,17.235689999999998,-0.051208518690462945,0.032175494627944806
2015-08-21,15.3847,98676476,15.7333,16.2533,15.3673,Tesla,16.472085714285715,17.172623333333334,-0.04710968517153591,0.037394881909062115
2015-08-24,14.5913,143437188,13.5193,15.4267,13.0,Tesla,16.24694285714286,17.07642333333333,-0.05157071636106003,0.03974551652235441
2015-08-25,14.6687,64705153,15.368,15.3933,14.608,Tesla,16.026757142857143,16.975046666666668,0.0053045307820411836,0.039942137104545486
2015-08-26,14.9893,74269463,15.1953,15.2,14.3673,Tesla,15.739614285714284,16.889933333333335,0.021856060864289262,0.033794320958742914
2015-08-27,16.1993,114686538,15.4,16.3167,15.3873,Tesla,15.570757142857143,16.837286666666667,0.08072424996497518,0.04898429725981179
2015-08-28,16.5653,82609999,16.124,16.7633,16.1047,Tesla,15.506271428571427,16.779106666666667,0.022593568857913526,0.04996673719379509
2015-08-31,16.604,70325560,16.3747,16.9967,16.3673,Tesla,15.5718,16.70533,0.002336208822055763,0.04518585538970377
2015-09-01,15.9087,81658474,16.0227,16.4,15.798,Tesla,15.646657142857142,16.642796666666666,-0.04187545169838591,0.044215077998684495
2015-09-02,16.5127,68862821,16.3533,16.5253,15.9853,Tesla,15.921142857142858,16.597953333333333,0.0379666471804736,0.03732595471205682
2015-09-03,16.3713,62772089,16.804,16.8053,16.3333,Tesla,16.164371428571428,16.549886666666666,-0.008563105972978158,0.038487715243898026
2015-09-04,16.1287,55311812,16.0593,16.2727,15.88,Tesla,16.327142857142857,16.497709999999998,-0.014818615503961352,0.040089497862009
2015-09-08,16.5447,46948042,16.3367,16.6107,16.27,Tesla,16.376485714285714,16.486956666666668,0.02579253132614534,0.02766069505770776
2015-09-09,16.594,50774690,16.8033,16.95,16.5535,Tesla,16.380585714285715,16.4516,0.0029798062219321686,0.026348457332791248
2015-09-10,16.5653,40603090,16.482,16.7149,16.3553,Tesla,16.37505714285714,16.41751,-0.0017295407978787924,0.026347214792775412
2015-09-11,16.6827,35202012,16.5093,16.6827,16.3153,Tesla,16.485628571428574,16.380733333333335,0.007087103765099245,0.018809206660455696
2015-09-14,16.8793,43284128,16.74,16.95,16.6447,Tesla,16.538,16.35193333333333,0.011784663154045916,0.013457439036050137
2015-09-15,16.9047,43974083,16.85,16.9733,16.6333,Tesla,16.6142,16.337666666666667,0.00150480173940859,0.012491707287984358
2015-09-16,17.4833,66085557,16.8693,17.5253,16.8587,Tesla,16.807714285714287,16.328709999999997,0.03422716759244482,0.013464062869050435
2015-09-17,17.4713,53628288,17.5973,17.7,17.3793,Tesla,16.940085714285715,16.310796666666665,-0.0006863692781111652,0.012519513565416324
2015-09-18,17.3747,56409632,17.1973,17.588,17.1667,Tesla,17.051614285714287,16.342996666666668,-0.005529067670980381,0.013452980343272398
2015-09-21,17.6133,91719179,17.5987,18.1047,17.0533,Tesla,17.201328571428572,16.391196666666666,0.013732611210553136,0.01310984533902525
2015-09-22,17.396,54909618,17.2687,17.51,17.058,Tesla,17.30322857142857,16.435196666666666,-0.012337267860082934,0.015405888593880271
2015-09-23,17.404,38957531,17.4633,17.472,17.1723,Tesla,17.378185714285713,16.48784,0.0004598758335248032,0.015303655787097291
2015-09-24,17.5413,51639994,17.302,17.5633,17.0807,Tesla,17.469128571428573,16.543283333333335,0.007888991036543391,0.015286904576143519
2015-09-25,17.1273,56570897,17.774,17.794,17.0767,Tesla,17.418271428571426,16.575283333333335,-0.023601443450599335,0.012474984365955776
2015-09-28,16.562,73396658,17.1567,17.3193,16.4407,Tesla,17.28837142857143,16.587016666666667,-0.03300578608420479,0.016773431984270067
2015-09-29,16.4433,55439552,16.6973,16.982,16.364,Tesla,17.155314285714287,16.568483333333333,-0.007167008815360476,0.016753017982288364
2015-09-30,16.56,73886228,16.8,16.8267,16.156,Tesla,17.004842857142858,16.541106666666668,0.007097115542500365,0.015476019017307009
2015-10-01,15.992,68523881,16.5007,16.5667,15.8087,Tesla,16.80427142857143,16.50695,-0.034299516908212424,0.018310807776254424
2015-10-02,16.5047,66114192,15.7067,16.5133,15.662,Tesla,16.675800000000002,16.51893,0.032059779889944906,0.024639703769445503
