Date,Close,Volume,Open,High,Low,Asset_Name,MA_7,MA_30,Daily_Return,Volatility_7,Day,Month,Year,DayOfWeek,Quarter,Close_lag1,Close_lag2,Close_lag7,EMA_7,Price_Range,Open_Close_Diff,Rolling_STD_7
2020-04-09,38.2,204749898,37.4727,38.3455,37.1407,Tesla,34.281642857142856,36.81733333333333,0.044018212925055,0.0609552725081787,9,4,2020,3,2,36.5894,36.3634,34.9334,35.42570948738806,1.2047999999999988,-0.7272999999999996,2.9110499113190205
2020-04-13,43.3967,337131131,39.344,43.4667,38.702,Tesla,35.894885714285714,36.77946666666666,0.1360392670157069,0.0594877753939937,13,4,2020,0,2,38.2,36.5894,32.104,37.418457115541045,4.764700000000005,-4.0527000000000015,4.300572446558157
2020-04-14,47.326,458647421,46.598,49.4587,46.162,Tesla,38.32745714285714,36.704510000000006,0.090543751022543,0.0404938607559264,14,4,2020,1,2,43.3967,38.2,30.298,39.895342836655786,3.2967000000000013,-0.7280000000000015,5.305546752175854
2020-04-15,48.6554,353654823,49.4667,50.2087,47.3334,Tesla,40.706700000000005,36.66966666666666,0.0280902675062333,0.0429950078885771,15,4,2020,2,2,47.326,43.3967,32.0007,42.08535712749184,2.875300000000003,0.8113000000000028,5.714104329639065
2020-04-16,49.6807,309867745,47.796,50.63,47.1144,Tesla,42.88737142857143,36.66013333333333,0.0210726866904804,0.0451075577810839,16,4,2020,3,2,48.6554,47.326,34.416,43.98419284561888,3.515599999999999,-1.8847000000000023,5.824923520160085
2020-04-17,50.2594,196923352,51.4854,51.6634,49.844,Tesla,44.87251428571428,36.72535666666667,0.0116483865968071,0.0478979118649859,17,4,2020,4,2,49.6807,48.6554,36.3634,45.55299463421416,1.8194000000000017,1.225999999999999,5.594304559230612
2020-04-20,49.7574,221195439,48.8467,51.038,47.4807,Tesla,46.75365714285714,36.82064666666667,-0.009988181315336,0.0505831572179043,20,4,2020,0,2,50.2594,49.6807,36.5894,46.60409597566062,3.557299999999998,-0.9106999999999985,4.43957013754601
2020-04-21,45.7814,303136198,48.6747,50.222,44.9194,Tesla,47.83671428571428,36.99558,-0.0799077122196899,0.0695059117306048,21,4,2020,1,2,49.7574,50.2594,38.2,46.398421981745464,5.302599999999998,2.8933000000000035,2.5109042875881196
2020-04-22,48.8074,213372343,46.932,48.9334,45.914,Tesla,48.609671428571424,37.188426666666665,0.0660967117650399,0.0549187277689359,22,4,2020,2,2,45.7814,49.7574,43.3967,47.0006664863091,3.0193999999999974,-1.875399999999999,1.574489691629472
2020-04-23,47.042,198550401,48.5067,48.9334,46.8754,Tesla,48.5691,37.34709333333333,-0.036170744600204,0.0474882605365875,23,4,2020,3,2,48.8074,45.7814,47.326,47.01099986473182,2.058,1.4647000000000006,1.616187170472482
2020-04-24,48.3434,198564051,47.3874,48.7154,46.5454,Tesla,48.524528571428576,37.71287333333334,0.0276646401088389,0.0474467332196388,24,4,2020,4,2,47.042,48.8074,48.6554,47.34409989854887,2.1700000000000017,-0.9560000000000031,1.6177119816933208
2020-04-27,53.25,310221445,49.174,53.2994,49.0,Tesla,49.03442857142857,38.27316,0.1014947231680021,0.061142952876511,27,4,2020,0,2,48.3434,47.042,49.6807,48.82057492391165,4.299399999999999,-4.0760000000000005,2.410923547601793
