Date,Volume,Open,High,Low,Close
2015-02-25,58612546,13.6627,13.8093,13.5053,13.584
2015-02-26,97020251,13.6,14.0727,13.4813,13.8127
2015-02-27,58070926,13.7933,13.9033,13.52,13.556
2015-03-02,118655971,13.5133,13.556,13.055,13.155
2015-03-03,66461967,13.1207,13.3496,13.0213,13.304
2015-03-04,63228793,13.2833,13.5013,13.1473,13.4957
2015-03-05,73051928,13.5233,13.746,13.3433,13.3753
2015-03-06,100581715,13.2807,13.3833,12.8101,12.9253
2015-03-09,100987615,12.9593,12.966,12.55,12.7253
2015-03-10,83085573,12.564,12.9,12.5067,12.688
2015-03-11,74526053,12.7433,13.0787,12.734,12.916
2015-03-12,62096504,12.9167,12.9633,12.65,12.738
2015-03-13,81319354,12.5967,12.7833,12.488,12.5787
2015-03-16,84255378,12.8,13.0607,12.6533,13.0467
2015-03-17,73353938,13.0287,13.2473,12.9293,12.982
2015-03-18,71953059,12.9973,13.392,12.874,13.3807
2015-03-19,127032626,13.4667,13.6393,12.9687,13.0433
2015-03-20,63751108,13.1633,13.266,13.0414,13.2053
2015-03-23,39337360,13.2333,13.3667,13.1647,13.3087
2015-03-24,54612963,13.4387,13.586,13.3167,13.448
2015-03-25,85823687,13.218,13.2393,12.8467,12.9533
2015-03-26,61802729,12.928,12.986,12.6467,12.6937
2015-03-27,128948381,12.6047,12.6193,12.0933,12.3333
2015-03-30,150934575,12.39,12.8167,12.12,12.7047
2015-03-31,75269212,12.902,12.9173,12.5607,12.5847
2015-04-01,56872157,12.58,12.82,12.4033,12.506
2015-04-02,75071092,12.682,12.882,12.6667,12.7333
2015-04-06,186341457,13.2,13.85,13.1667,13.54
2015-04-07,65104392,13.5007,13.6707,13.4093,13.55
2015-04-08,94195648,13.88,14.06,13.7247,13.8447
2015-04-09,56697767,13.8953,14.0247,13.7413,14.006
2015-04-10,60312720,13.99,14.11,13.9333,14.06
2015-04-13,56358272,14.029,14.2,13.9367,13.9853
2015-04-14,45286282,13.9047,13.966,13.7,13.8307
2015-04-15,29157015,13.8307,13.9727,13.7733,13.8553
2015-04-16,24855258,13.8467,13.9447,13.7527,13.78
2015-04-17,36983247,13.666,13.792,13.5667,13.786
2015-04-20,38383676,13.7853,13.8567,13.59,13.6847
2015-04-21,51242629,13.72,14.05,13.6207,13.9607
2015-04-22,117832636,14.1667,14.792,14.1127,14.6293
2015-04-23,66125727,14.5513,14.7653,14.4767,14.5733
2015-04-24,36395322,14.7,14.72,14.534,14.5617
2015-04-27,174886413,14.8373,15.9167,14.8,15.4367
2015-04-28,91202624,15.65,15.7,15.202,15.3653
2015-04-29,58969276,15.3367,15.6647,15.1753,15.4967
2015-04-30,58383421,15.3593,15.526,15.0113,15.07
2015-05-01,79153820,15.3293,15.4513,14.6937,15.0687
2015-05-04,66408852,15.212,15.6487,15.1407,15.3673
2015-05-05,86740922,15.8507,15.9667,15.2753,15.53
2015-05-06,76256602,15.6067,15.6313,15.2133,15.362
2015-05-07,141598459,14.7333,15.832,14.6833,15.7867
2015-05-08,69981640,15.7327,15.894,15.58,15.774
2015-05-11,84956958,15.7527,16.192,15.6873,15.966
2015-05-12,95186907,16.0073,16.4233,15.8793,16.316
2015-05-13,81490294,16.5073,16.5533,16.15,16.212
2015-05-14,42706224,16.3213,16.326,16.0833,16.2733
2015-05-15,67790021,16.262,16.6267,16.1667,16.5893
2015-05-18,50248940,16.4667,16.66,16.4,16.5833
2015-05-19,55022957,16.562,16.7333,16.41,16.476
2015-05-20,56242157,16.4753,16.516,16.0915,16.29
2015-05-21,29498490,16.202,16.4413,16.1572,16.3747
2015-05-22,33289618,16.3587,16.5733,16.334,16.5153
2015-05-26,52364914,16.512,16.8,16.4333,16.497
2015-05-27,51059794,16.5673,16.6333,16.37,16.4953
2015-05-28,54690918,16.4687,16.7867,16.3367,16.7633
2015-05-29,56776652,16.7333,16.8579,16.6287,16.72
2015-06-01,37533551,16.7607,16.7733,16.498,16.63
2015-06-02,31941554,16.5947,16.6267,16.42,16.5567
2015-06-03,26671517,16.5467,16.7147,16.4673,16.5993
2015-06-04,36383802,16.5,16.62,16.3807,16.3947
2015-06-05,45297532,16.4,16.6467,16.3787,16.6093
2015-06-08,75104122,16.7233,17.25,16.6873,17.086
2015-06-09,38940866,17.0267,17.1827,16.9427,17.0667
2015-06-10,51789439,16.7933,16.9333,16.5667,16.7133
2015-06-11,30614580,16.884,16.958,16.6953,16.7607
2015-06-12,21276844,16.6807,16.8973,16.6807,16.7127
2015-06-15,32743964,16.6467,16.752,16.4007,16.692
2015-06-16,29713755,16.6753,16.896,16.6063,16.8747
2015-06-17,82508359,16.8113,17.624,16.8013,17.3607
2015-06-18,41721594,17.4667,17.564,17.3347,17.4593
2015-06-19,36883482,17.4933,17.5867,17.34,17.5007
2015-06-22,68386046,17.4767,17.6267,17.046,17.3193
2015-06-23,57969001,17.3547,17.8667,17.238,17.8447
2015-06-24,36172362,17.7987,17.8233,17.5813,17.678
2015-06-25,42674874,17.7633,18.094,17.6833,17.9193
2015-06-26,57444871,17.926,17.9407,17.7333,17.806
2015-06-29,52071754,17.4633,17.73,17.38,17.468
2015-06-30,46266502,17.6533,18.0613,17.6,17.884
2015-07-01,31500269,18.074,18.1747,17.8567,17.9433
2015-07-02,107333721,18.6797,18.83,18.2207,18.668
2015-07-06,61638854,18.592,18.7793,18.42,18.648
2015-07-07,91445729,18.3333,18.3467,17.3847,17.8587
2015-07-08,93189103,17.288,17.3867,16.954,16.9973
2015-07-09,49946435,17.272,17.53,17.1193,17.1947
2015-07-10,39078205,17.4813,17.5333,17.188,17.2767
2015-07-13,44270933,17.4833,17.5033,17.07,17.4773
2015-07-14,28583521,17.4733,17.7327,17.3673,17.71
2015-07-15,30102885,17.7827,17.8327,17.472,17.5427
2015-07-16,23973783,17.6147,17.8133,17.544,17.7787
2015-07-17,74950298,18.1667,18.3693,17.8833,18.3107
2015-07-20,74546273,18.3333,19.11,18.1693,18.8173
2015-07-21,91374434,18.0033,18.2333,17.77,17.7847
2015-07-22,46459867,17.418,17.9627,17.3907,17.858
2015-07-23,33337198,17.9767,17.9933,17.6847,17.8133
2015-07-24,42517794,17.8253,18.0727,17.5947,17.694
2015-07-27,70333075,17.4953,17.6288,16.7193,16.8673
2015-07-28,58189921,17.05,17.6933,16.7892,17.6547
2015-07-29,41743269,17.618,17.8593,17.4667,17.588
2015-07-30,30459060,17.5127,17.796,17.474,17.786
2015-07-31,33270043,17.84,17.9573,17.6749,17.7433
2015-08-03,38207441,17.7527,17.7807,17.138,17.3327
2015-08-04,35042262,17.334,17.7813,17.2227,17.752
2015-08-05,89538630,17.572,18.0667,17.36,18.0087
2015-08-06,219267190,16.636,17.0,15.7413,16.4087
2015-08-07,76043992,16.2387,16.2487,15.8927,16.1673
2015-08-10,62689574,15.8767,16.198,15.7367,16.076
2015-08-11,63913348,15.81,15.9533,15.6293,15.8247
2015-08-12,55952042,15.6667,15.9847,15.516,15.878
2015-08-13,70249915,15.9907,16.432,15.9413,16.1673
2015-08-14,65410362,16.4827,16.5287,16.118,16.21
2015-08-17,107525886,17.0373,17.106,16.7007,16.9993
2015-08-18,62790734,17.0253,17.3967,16.904,17.3813
2015-08-19,53984028,17.3553,17.3767,17.0013,17.0167
2015-08-20,73382513,16.804,16.9707,16.1267,16.1453
2015-08-21,98676476,15.7333,16.2533,15.3673,15.3847
2015-08-24,143437188,13.5193,15.4267,13.0,14.5913
2015-08-25,64705153,15.368,15.3933,14.608,14.6687
2015-08-26,74269463,15.1953,15.2,14.3673,14.9893
2015-08-27,114686538,15.4,16.3167,15.3873,16.1993
2015-08-28,82609999,16.124,16.7633,16.1047,16.5653
2015-08-31,70325560,16.3747,16.9967,16.3673,16.604
2015-09-01,81658474,16.0227,16.4,15.798,15.9087
2015-09-02,68862821,16.3533,16.5253,15.9853,16.5127
2015-09-03,62772089,16.804,16.8053,16.3333,16.3713
2015-09-04,55311812,16.0593,16.2727,15.88,16.1287
2015-09-08,46948042,16.3367,16.6107,16.27,16.5447
2015-09-09,50774690,16.8033,16.95,16.5535,16.594
2015-09-10,40603090,16.482,16.7149,16.3553,16.5653
2015-09-11,35202012,16.5093,16.6827,16.3153,16.6827
2015-09-14,43284128,16.74,16.95,16.6447,16.8793
2015-09-15,43974083,16.85,16.9733,16.6333,16.9047
2015-09-16,66085557,16.8693,17.5253,16.8587,17.4833
2015-09-17,53628288,17.5973,17.7,17.3793,17.4713
2015-09-18,56409632,17.1973,17.588,17.1667,17.3747
2015-09-21,91719179,17.5987,18.1047,17.0533,17.6133
2015-09-22,54909618,17.2687,17.51,17.058,17.396
2015-09-23,38957531,17.4633,17.472,17.1723,17.404
2015-09-24,51639994,17.302,17.5633,17.0807,17.5413
2015-09-25,56570897,17.774,17.794,17.0767,17.1273
2015-09-28,73396658,17.1567,17.3193,16.4407,16.562
2015-09-29,55439552,16.6973,16.982,16.364,16.4433
2015-09-30,73886228,16.8,16.8267,16.156,16.56
2015-10-01,68523881,16.5007,16.5667,15.8087,15.992
2015-10-02,66114192,15.7067,16.5133,15.662,16.5047
2015-10-05,55267322,16.5893,16.656,16.2753,16.41
2015-10-06,78520146,16.0,16.202,15.7053,16.0973
2015-10-07,102066444,15.7753,15.8467,15.2747,15.464
2015-10-08,91889864,15.3387,15.3813,14.754,15.1147
2015-10-09,92306264,14.7287,14.958,14.5573,14.7127
2015-10-12,57242536,14.866,14.8667,14.3513,14.372
2015-10-13,77522391,14.2187,14.8348,14.0753,14.6167
2015-10-14,46416517,14.7113,14.73,14.362,14.4587
2015-10-15,42538779,14.4287,14.782,14.2467,14.754
2015-10-16,64913578,14.8693,15.3654,14.858,15.134
2015-10-19,37602521,15.1,15.41,14.996,15.2067
2015-10-20,223155188,15.1813,15.24,13.4667,14.202
2015-10-21,62669309,14.1327,14.3207,13.92,14.006
2015-10-22,42281994,14.104,14.3833,13.96,14.1147
2015-10-23,63396133,14.3333,14.3567,13.846,13.9393
2015-10-26,50823380,14.092,14.392,14.0,14.3507
2015-10-27,52692454,14.3227,14.4733,13.834,14.0233
2015-10-28,40903180,14.0873,14.23,13.8867,14.1973
2015-10-29,26921132,14.1167,14.2499,14.0427,14.1087
2015-10-30,66486462,14.0267,14.1087,13.5927,13.7953
2015-11-02,58867681,13.928,14.3867,13.8147,14.2527
2015-11-03,120976305,14.2567,14.296,13.85,13.89
2015-11-04,190702855,15.1333,15.516,15.0133,15.442
2015-11-05,67424126,15.372,15.639,15.2793,15.4513
2015-11-06,36663942,15.38,15.5573,15.3,15.4907
2015-11-09,57692656,15.5327,15.5327,14.954,15.022
2015-11-10,69186085,14.8987,14.9133,14.4053,14.4333
2015-11-11,50062490,14.518,14.632,14.242,14.6053
2015-11-12,43702643,14.5233,14.6,14.1773,14.196
2015-11-13,51347059,14.1967,14.1993,13.768,13.8127
2015-11-16,43805408,13.7393,14.332,13.72,14.2873
2015-11-17,32224874,14.3467,14.4,14.0933,14.2667
2015-11-18,42152979,14.3,14.7587,14.168,14.738
2015-11-19,37493876,14.7027,15.0793,14.6867,14.7867
2015-11-20,65912952,14.8993,15.0,14.2387,14.6673
2015-11-23,37877921,14.49,14.612,14.312,14.5167
2015-11-24,37175816,14.358,14.7333,14.3333,14.55
2015-11-25,59804145,14.756,15.3883,14.6917,15.3093
2015-11-27,29240280,15.404,15.4833,15.134,15.4407
2015-11-30,38868056,15.4527,15.6187,15.272,15.3507
2015-12-01,55928402,15.404,15.8667,15.4033,15.8127
2015-12-02,44709638,15.8,15.9067,15.4153,15.466
2015-12-03,44058473,15.6987,15.83,15.3333,15.514
2015-12-04,38580191,15.4973,15.5513,15.1773,15.3587
2015-12-07,47112936,15.18,15.7087,15.0767,15.4087
2015-12-08,40233865,15.168,15.2533,14.9467,15.1147
2015-12-09,45855517,15.1133,15.1667,14.7147,14.968
2015-12-10,31051304,14.9807,15.2327,14.9093,15.138
2015-12-11,48886686,15.016,15.05,14.4427,14.468
2015-12-14,42416934,14.5007,14.728,14.3247,14.572
2015-12-15,33625273,14.788,14.8147,14.5333,14.7393
2015-12-16,76506607,14.8067,15.6587,14.7153,15.634
2015-12-17,49416875,15.596,15.8507,15.321,15.5593
2015-12-18,45120832,15.526,15.7267,15.286,15.364
2015-12-21,29273700,15.446,15.722,15.4053,15.504
2015-12-22,29382525,15.666,15.77,15.3087,15.33
2015-12-23,23265453,15.4787,15.5633,15.2087,15.3133
2015-12-24,10654150,15.3707,15.4587,15.2187,15.3713
2015-12-28,28502551,15.4327,15.4653,15.036,15.2633
2015-12-29,36036552,15.3373,15.848,15.3031,15.8127
2015-12-30,55416692,15.7733,16.2423,15.7114,15.8727
2015-12-31,40707235,15.9007,16.23,15.8913,16.0007
2016-01-04,102352599,15.3813,15.4253,14.6,14.894
2016-01-05,47782851,15.0907,15.126,14.6667,14.8953
2016-01-06,56615267,14.6667,14.67,14.3987,14.6027
2016-01-07,53260533,14.2793,14.5627,14.2447,14.3767
2016-01-08,53585373,14.524,14.696,14.0513,14.0667
2016-01-11,61362614,14.2673,14.2967,13.5333,13.8567
2016-01-12,46185742,14.1067,14.2493,13.6873,13.998
2016-01-13,61814864,14.134,14.1767,13.3333,13.354
2016-01-14,97358636,13.4807,14.0,12.892,13.7453
2016-01-15,79886555,13.2647,13.6713,13.15,13.666
2016-01-19,60469035,13.914,14.0313,13.3853,13.648
2016-01-20,87391606,13.2933,13.4187,12.75,13.2467
2016-01-21,47466336,13.4367,13.5487,13.0013,13.3313
2016-01-22,46830967,13.6534,13.7,13.2687,13.5033
2016-01-25,40431100,13.3373,13.5713,13.0587,13.092
2016-01-26,74353733,13.1133,13.188,12.592,12.904
2016-01-27,53660268,12.8253,12.884,12.3847,12.538
2016-01-28,68794886,12.7193,12.752,12.1607,12.6467
2016-01-29,42733914,12.6633,12.916,12.5387,12.7467
2016-02-01,79435235,12.584,13.3013,12.1833,13.1293
2016-02-02,86472212,12.828,12.8747,12.0153,12.1853
2016-02-03,118914541,12.2393,12.2627,11.3453,11.5653
2016-02-04,65691597,11.38,11.732,11.1327,11.6887
2016-02-05,141517354,11.42,11.5333,10.5163,10.84
2016-02-08,139601240,10.4737,10.4767,9.7333,9.866
2016-02-09,129594850,9.488,10.6527,9.4033,9.8833
2016-02-10,151570274,10.0333,10.3313,9.4493,9.578
2016-02-11,213553393,10.1333,10.884,9.8,10.0313
2016-02-12,108498906,10.3333,10.4673,9.58,10.0693
2016-02-16,83424528,10.58,10.8633,10.274,10.3447
2016-02-17,87303916,10.6,11.2893,10.4453,11.2453
2016-02-18,58246576,11.4947,11.53,10.9847,11.118
2016-02-19,44337458,10.9107,11.166,10.8333,11.1053
2016-02-22,75830062,11.3413,11.9273,11.3233,11.8493
2016-02-23,89744850,11.744,12.1153,11.5787,11.814
2016-02-24,80780495,11.5167,11.9667,11.1893,11.9333
2016-02-25,85905077,11.91,12.568,11.68,12.4953
2016-02-26,90810870,12.58,12.8,12.3333,12.6893
2016-02-29,67430996,12.8267,13.09,12.6148,12.7953
2016-03-01,100435510,12.95,13.0632,12.18,12.4233
2016-03-02,72879429,12.2487,12.568,12.1,12.556
2016-03-03,72344859,12.552,13.1613,12.2813,13.0493
2016-03-04,97197821,13.2,13.602,13.1667,13.4027
2016-03-07,79966415,13.1787,13.98,13.16,13.686
2016-03-08,62632439,13.5667,13.8333,13.48,13.5067
2016-03-09,48113931,13.6347,13.9582,13.5193,13.9147
2016-03-10,77873991,14.0,14.2193,13.3781,13.6787
2016-03-11,50087195,13.862,13.9613,13.6887,13.8333
2016-03-14,60934530,14.1767,14.448,14.0427,14.3433
2016-03-15,46998427,14.2847,14.598,14.1,14.556
2016-03-16,52678069,14.5333,14.8387,14.468,14.7953
2016-03-17,56536217,14.7647,15.2333,14.6667,15.092
2016-03-18,70571380,15.2733,15.632,15.204,15.516
2016-03-21,79335170,15.6893,15.992,15.6667,15.888
2016-03-22,64545748,15.814,15.9327,15.5039,15.616
2016-03-23,74043008,15.4913,15.6487,14.802,14.8387
2016-03-24,74349023,14.3853,15.2592,14.3333,15.1833
2016-03-28,58178956,15.4407,15.654,15.0,15.3507
2016-03-29,60090525,15.326,15.492,15.022,15.342
2016-03-30,60385020,15.6727,15.7,15.1,15.126
2016-03-31,119634510,15.2893,15.828,15.0007,15.318
2016-04-01,239698530,16.3217,16.5267,15.55,15.8393
2016-04-04,200717300,16.608,16.808,16.2427,16.466
2016-04-05,148971976,16.0333,17.104,16.0,17.0313
2016-04-06,175436312,16.9313,17.8493,16.8967,17.6947
2016-04-07,132683439,17.7633,17.956,16.9673,17.1467
2016-04-08,110290550,17.3667,17.388,16.5347,16.6713
2016-04-11,137345991,16.7333,17.266,16.3533,16.6613
2016-04-12,86330222,16.6333,16.7867,16.242,16.5213
2016-04-13,73823273,16.5673,17.0333,16.4887,16.9687
2016-04-14,61938839,16.8667,17.1226,16.7367,16.7907
2016-04-15,56228867,16.754,16.9733,16.608,16.9673
2016-04-18,63948658,16.8153,17.2207,16.7773,16.9253
2016-04-19,95270352,16.8747,16.958,16.0834,16.4913
2016-04-20,77885106,16.4173,16.9107,16.1,16.6647
2016-04-21,41656164,16.5993,16.7267,16.4607,16.5527
2016-04-22,56746862,16.5927,16.9333,16.3807,16.9167
2016-04-25,54976293,16.8673,17.1587,16.7173,16.788
2016-04-26,48266661,16.8033,17.0487,16.626,16.916
2016-04-27,47971551,16.85,17.0,16.6267,16.7647
2016-04-28,37733906,16.6567,16.8953,16.496,16.514
2016-04-29,81077419,16.5427,16.562,15.854,16.0507
2016-05-02,57584341,16.1,16.2127,15.6547,16.12
2016-05-03,64444843,15.824,15.9273,15.4413,15.488
2016-05-04,128249996,15.3527,15.6307,14.6933,14.8373
2016-05-05,168725016,15.2307,15.2427,13.986,14.102
2016-05-06,85255082,14.058,14.4247,13.874,14.3287
2016-05-09,71594844,14.3813,14.41,13.7867,13.928
2016-05-10,61020764,13.8367,13.9647,13.6667,13.9127
2016-05-11,77394561,13.8393,14.3653,13.7367,13.9307
2016-05-12,54751098,14.096,14.1113,13.5772,13.8187
2016-05-13,42309219,13.852,14.08,13.78,13.8407
2016-05-16,44186288,13.8767,14.21,13.8613,13.886
2016-05-17,42630399,13.9367,13.988,13.6013,13.644
2016-05-18,83290338,13.9433,14.354,13.85,14.078
2016-05-19,102268779,14.2413,14.4527,13.82,14.3473
2016-05-20,134948123,14.466,14.7033,14.4233,14.6853
2016-05-23,76451227,14.658,14.84,14.3907,14.4147
2016-05-24,45139882,14.44,14.5827,14.3453,14.5273
2016-05-25,46969162,14.5273,14.7573,14.434,14.6387
2016-05-26,60997650,14.7,15.0173,14.6033,15.008
2016-05-27,54686853,14.9993,15.062,14.7167,14.8693
2016-05-31,41800209,14.8693,14.9833,14.7667,14.882
2016-06-01,44734028,14.7653,14.8267,14.4593,14.6373
2016-06-02,30259170,14.6393,14.6606,14.474,14.5973
2016-06-03,33391633,14.6667,14.796,14.534,14.5993
2016-06-06,33639493,14.5333,14.7267,14.3633,14.712
2016-06-07,92912264,14.816,15.6293,14.768,15.4893
2016-06-08,89476605,15.5867,16.0563,15.507,15.7013
2016-06-09,66813297,15.6653,15.6887,15.1373,15.2907
2016-06-10,89918175,15.1593,15.198,14.5615,14.586
2016-06-13,62817464,14.6333,15.0513,14.5107,14.5247
2016-06-14,53637303,14.592,14.8133,14.1687,14.3307
2016-06-15,43575008,14.4633,14.7933,14.342,14.5133
2016-06-16,36580362,14.4947,14.536,14.2333,14.5287
2016-06-17,46615987,14.5207,14.666,14.3,14.3647
2016-06-20,53246493,14.6333,14.9167,14.5487,14.6467
2016-06-21,42834264,14.712,14.8379,14.5873,14.6407
2016-06-22,355591322,13.298,13.73,13.05,13.1107
2016-06-23,151472774,13.046,13.17,12.8087,13.0933
2016-06-24,104834183,12.67,13.008,12.6487,12.8767
2016-06-27,108177291,12.724,13.254,12.5247,13.2367
2016-06-28,92384894,13.4593,13.6033,13.294,13.4527
2016-06-29,89806755,13.6753,14.1187,13.5333,14.0127
2016-06-30,71916564,14.198,14.2333,13.9347,14.152
2016-07-01,80940410,13.7427,14.5493,13.7333,14.4333
2016-07-05,77547441,13.982,14.3029,13.8667,14.2653
2016-07-06,73654238,14.0,14.3487,13.9333,14.296
2016-07-07,54050748,14.2067,14.5413,14.2007,14.396
2016-07-08,61006934,14.52,14.654,14.3,14.452
2016-07-11,80535950,14.664,15.1187,14.634,14.9853
2016-07-12,68608091,14.94,15.1667,14.8813,14.9767
2016-07-13,53110458,15.0333,15.0393,14.686,14.8353
2016-07-14,39868465,14.8747,14.996,14.7367,14.7687
2016-07-15,33462298,14.8347,14.85,14.6427,14.6933
2016-07-18,50918795,14.6427,15.1393,14.5533,15.0833
2016-07-19,45713002,15.0,15.2733,14.9833,15.0173
2016-07-20,38341766,15.098,15.32,15.0,15.224
2016-07-21,66386307,15.0667,15.1898,14.6067,14.7
2016-07-22,38556911,14.7993,14.9667,14.592,14.818
2016-07-25,67192211,14.818,15.426,14.7581,15.334
2016-07-26,51408739,15.1793,15.3333,15.02,15.3007
2016-07-27,43305398,15.2893,15.5573,15.128,15.2327
2016-07-28,36231912,15.1967,15.384,15.1067,15.374
2016-07-29,45923587,15.38,15.6853,15.3493,15.6527
2016-08-01,60210690,15.7,15.7753,15.292,15.334
2016-08-02,58930561,15.2913,15.3247,14.76,15.1467
2016-08-03,57131176,15.158,15.3133,14.9473,15.0527
2016-08-04,62132294,15.046,15.3907,14.8033,15.374
2016-08-05,47855106,15.3333,15.4667,15.16,15.3353
2016-08-08,33891958,15.2,15.3067,15.0727,15.0773
2016-08-09,32996474,15.1213,15.4358,15.11,15.272
2016-08-10,35047422,15.216,15.3247,14.9747,15.0433
2016-08-11,28154371,15.078,15.1713,14.894,14.994
2016-08-12,27177736,15.0273,15.11,14.936,15.0407
2016-08-15,30269445,15.068,15.3,14.9953,15.0393
2016-08-16,33766708,15.0327,15.146,14.894,14.9073
2016-08-17,26796107,14.9553,14.9887,14.8533,14.8827
2016-08-18,25489487,14.9213,15.044,14.8193,14.9007
2016-08-19,24879228,14.9027,15.0113,14.8353,15.0
2016-08-22,30925365,14.9447,15.0073,14.8453,14.862
2016-08-23,71216139,14.9547,15.2327,14.8533,14.9893
2016-08-24,38504186,15.1367,15.1433,14.8147,14.8413
2016-08-25,26403167,14.874,14.92,14.718,14.7307
2016-08-26,33571288,14.8093,14.857,14.588,14.666
2016-08-29,48920691,14.6767,14.6933,14.3333,14.3467
2016-08-30,47463306,14.4073,14.4073,14.0347,14.0893
2016-08-31,49122785,14.0287,14.1733,13.91,14.134
2016-09-01,118986601,13.934,14.0733,13.3667,13.3847
2016-09-02,89552265,13.4887,13.5467,13.08,13.1853
